"Palidaw a Pangcah, i Vanaw, i Palayapay, i Tidatiday, i Taymali atu Palidaw.","恆春阿美族：分布於池上鄉（banaw）、鹿野鄉（palayapay）及關山鎮（tidatidang）、太麻里鄉（taymali）、恆春（palidaw）一帶，","https://web.klokah.tw/text/sound/26700/437362.mp3"
"Na itiraay i Palidaw ku aru’, manay u Palidaw han ku nipangangan.","因曾居住於恆春地區，故稱為恆春阿美。","https://web.klokah.tw/text/sound/26700/437363.mp3"
"I tukayay a Pangcah, Namakayni i 60 a mihcaan , masarumatu ku saka’urip nu Taywan. Manay aluman ku miliyasay i niyaru’ nu kapah.","大都會，自六〇年代，台灣社會經濟結構改變，年青的族人為謀職工作，","https://web.klokah.tw/text/sound/26700/437364.mp3"
"Tayra i tukay a mikilim tu saka’urip, manay i tukayay a Pangcah han ku nipangangan.","離鄉到大都會，形成大都會的阿美族。","https://web.klokah.tw/text/sound/26700/437365.mp3"
"U kapahay a wayway nu pangcah, U demak tu selangawan atu lisin, u niyaru’ku tapang;","阿美族優良的共同習性，文化祭儀活動以部落為中心；","https://web.klokah.tw/text/sound/26700/437366.mp3"
"Pamata sivalucu’tu ngangasawan, misa kanguduwan tu matu’asay;","重視家族及部落倫理；","https://web.klokah.tw/text/sound/26700/437367.mp3"
"Mapapadang i niyaru’, anu ira ku ma:an aca mapapavatis.","在部落互助合作有福同享。","https://web.klokah.tw/text/sound/26700/437368.mp3"
"U tamdaw nu Pangcah makayra i cuwacuwa nu Taywan, u kumud nu tamdaw anini: 197,879 ku tamdaw.","阿美族族群以遍布全台灣，現在人口約有197879人，是全台灣人口最多的原住民群族。","https://web.klokah.tw/text/sound/26792/438443.mp3"
"Tangasa i 2015 nu mihaca, u saadihayay ku tamdaw nu Pangcah i kumud nu Yincumincu.","","https://web.klokah.tw/text/sound/26792/438444.mp3"
"Itini i nikuwanan nu kalingku i 52,403 ku tamdaw nu Pangcah, itini i nikuwanan nu Taytu i 37,156 sakatusa ku aluman nu tamdaw, nu Singpayse i 31,555 ku tamdaw u saka tulu nu nikaaluman nu itilaay a ma’urip.","在花蓮縣就有52403人最多，台東縣也有37156人次之，新北巿三萬1555人居第三，","https://web.klokah.tw/text/sound/26792/438445.mp3"
"U ruma hantu mikilim tu saka’urip ku Pangcah, miliyas tu niyaru’, itiniyay i satipan a tukay makalawit tu 10 a emang ku tamdaw, sisa miliyas tu niyaru’a mariwasak a mikilim tu saka’urip.","但是，在西部也有十萬多的人口，之所以離鄉背井都是為著規劃尋找安定的生活。","https://web.klokah.tw/text/sound/26792/438446.mp3"
"Itiniay i Tayciw i, Makalatu 12,395 ku tamdaw, iraay i Pingtung a Pangcah i 4,201 ku itilaay, i Takaway i 11,891 ku tamdaw,","在台中巿的也有12395人，住在屏東的阿美族也有4201人而在高雄的也有11891人，","https://web.klokah.tw/text/sound/26792/438447.mp3"
"i Kingmungay ira tu 606 ku tamdaw, mahaen ku nikarasras nu Pangcah i tina kitakitan.","旅居金門工作定居的就有606人。所以阿美族群就是這樣由部落開始散居在全國。","https://web.klokah.tw/text/sound/26792/438448.mp3"
"Tangasa i matini miliyas ku kapah tu niyaru’ atu sakamawmah, tayra i tukay a dademak, i tilatu a makaala tu luma’ tuwa siwawa,","直到現在，因為阿美族群離開部落之後如此擴撒到西部會區，遠離了自己的部落和耕作地，部落即變得寂靜無聲。","https://web.klokah.tw/text/sound/26792/438449.mp3"
"micakaytu tu luma’, kapahtu ku kadademakan, mahaen haw ku karariwasak nu tamdaw nu mita u Pangcah.","","https://web.klokah.tw/text/sound/26792/438450.mp3"
"U suwal nu mita u Pangcah, lima ku kakinih, u nu Amis, u nu Siwkulan, u nu Sawalian, u nu Valangawan Atu Palidaw.","我們的阿美語分為五個不同的亞群，南勢阿美、秀姑巒阿美、海岸阿美、馬蘭阿美及恆春阿美。","https://web.klokah.tw/text/sound/26807/438681.mp3"
"U nu mikingkiway a nipakakinih kiniyan, anu matu’asay caay ka haen.","這五個亞群的名稱是由早期人類學家的分類法，如果依照阿族耆老的口述，不是這樣。","https://web.klokah.tw/text/sound/26807/438682.mp3"
"Yu matiya u ngangan nu niyaru’, malecad tu ku ngiha nu niyaru’, u niyaru’ atu niyaru’ masa adaada hen, u niyaru’ matiya u cacayay a kanatalan, i Amis ira ku Lidaw, Pukpuk, Natawran, Cipawkan atu Cikasuan.","早期部落的名稱、住在那裏的人以及他們所說的語言是同一個名稱。另外，我們袓先所居住的部落也不多，同時在那時期，部落與部落之間還是敵對的。當時的部落如同一個國家的槪念。在北方有東昌部落（Lidaw）、仁里部落（Pukpuk）、荳蘭部落（Natawran）、奇包干部落（Cipawkan），以及七腳川部落（Cikasuan）；","https://web.klokah.tw/text/sound/26807/438683.mp3"
"I Siwkulan ira ku Vataan, Tavalung, Pusku atu Pa’ilasen. I sawaliyan ira ku Vakung, Ciwkangan. I satimulan ira ku Valangaw atu Palidaw.","在秀姑巒有光復部落（Bata’an）、太巴塱部落（Tabalung）、玉里部落（Pusku）和富源部落（Pa’ilasen）；在東海岸有豐濱部落（Bakung）、長光部落（Ciwkangan）；在南部有馬蘭部落（Balangaw）和恆春部落（Palidaw）。","https://web.klokah.tw/text/sound/26807/438684.mp3"
"Mahaen haw ku niyaru’ yu matiya, awaay hen ku adidiay a niyaru’. Mahaen ku nu tu’as a suwal, maruay i Vataan, u nu Vataantu a suwal, u Cikasuan atu Valangaw malecadtu manay malecad tu wamin ku suwal nu i niyaru’ay.","早期的部落生態大槪是如此，還沒有小的部落。因此，如果聽聽長輩有關部的劃分，沒有那樣的劃分。馬太鞍人居住在馬太鞍部落，說的是馬太鞍語。太巴塱人居住在太巴塱部落，說的是太巴塱的語言。同樣的情形，無論是七腳川部落（Cikasuan）或馬蘭部落（Balangaw）都是一樣的。","https://web.klokah.tw/text/sound/26807/438685.mp3"
"U ruma hantu, ina limaay a kakinih nu suwal, caay ka lecad ku nipaini tu suwal.","另外，這五個方言群當中，同一個槪念就有不同的表達方式，","https://web.klokah.tw/text/sound/26807/438686.mp3"
"Anu “urad” ku patinakuwan. “uradan anini” saku nu pasaAmisay, “ma’urad anini” saku nu Siwkulan atu Sawaliyan, “ma’uraday anini” saku nu Valangaw atu Palidaw. U ruma hantu caay ka lecad ku nipangangan.","例如，「今天下雨。」這一句，北阿美就以「Uradan anini」；秀姑巒阿美及海岸阿美以「Ma’urad anini」；馬蘭和恆春阿美則以「Ma’uraday anini」來表達。再者，一個名詞各方言群就有不同的語辭，","https://web.klokah.tw/text/sound/26807/438687.mp3"
"Matiya u “mami” han nu i Amisay, “karu” han nu Siwkulan atu Sawaliyan, “kamuraw” han nu Valangaw atu Palidaw, “wiruk” han nu Puseku, “ceruh” han nu Cikasuan. U ruma macacu’isay ku suwal.","例如，「柚子」北阿美用「mami^」；秀姑巒及海岸阿美用「karu’」；馬蘭及恆春用「kamuraw」；玉里也區則用「wiruk」； 七腳川阿美用「ceruh」。也有顛倒的語辭，","https://web.klokah.tw/text/sound/26807/438688.mp3"
"“ahecid” han nu Amisay, “kahecid” han nu sawaliyay atu Valangaw, u Palidaw kuruma, sicedam saku siwkulan. “kuesan” saku sawali, Valangaw atu palidaw. “sicedam” saku Amisay.","例如「kahecid」北阿、海岸、馬蘭、恆春指「鹹」而秀姑巒阿美則指「甜」；而海岸、馬蘭、恆春指「甜」是kuesan，北阿則說sicedam。","https://web.klokah.tw/text/sound/26807/438689.mp3"
"U suwal nu Pangcah, ira ku [’] atu [^] a ngiha, patinaku tunu [’] a ngiha: ’is’is, ’ut’tu, ’ad’ad, tu’tu’, ma^ta’, tama’...patinaku tunu [^] a ngiha: titi^, su^su^ , ima^ma^ , du^du^, alav^av, aday^ay.... adada ku tangal nu adiwawa a minanam,","阿美語與其他語最大的差異是有會厭軟骨塞音[’]以及喉塞音[^]的語辭，例如：有帶[’]的語辭’is’is，’ut’ut’，’ad’ad，tu’tu’，ma^ta’，tama’；還有帶[^]的語辭titi^，su^su^，mima^ma^，du^du^，alab^ab，aday^ay……等這些語辭是學習的孩子候最頭痛的最容易弄錯的問題。","https://web.klokah.tw/text/sound/26807/438690.mp3"
"nika a masinanut kita a pasevana’, a caay kita palasawad tu ngiha nu tu’as.","所以我們一定要謹慎用心地教導我們的孩子。如果我們的孩子失去了這種語音，就聽不到原汁原味純正的阿美語了。","https://web.klokah.tw/text/sound/26807/438691.mp3"
"Nanu tu’as hen, itini i satipan a lutuk atu laed nu sawaliyan a lutuk, midungdung tu masaenaray a palapala’an, itini aca i sawaliyan a lutuk, midungdung tu tapi’ingan nu liyal, saamisan makayni i Singcen nu Kalingku, mitatimul tangasa i Cipung nu Taytu.","我們阿美族祖先自古便居住於台灣中央山脈和海岸山脈之間的縱谷平原以及海岸山脈的東側，北自新城鄉境的北浦，南迄台東縣知本溪。","https://web.klokah.tw/text/sound/26816/438756.mp3"
"Marariwasak a paluma’ i Kalingku atu Taytu atu Pingtung, mitepar tu nanum atu liyal a paluma’.","這些分布在花蓮縣、台東縣以及屏東縣的大大小小的聚落大都是臨水、臨海的平原。","https://web.klokah.tw/text/sound/26816/438757.mp3"
"Ira karipunan mangaay a mikuwan sa, pala limaan a pakakilac.","現今之分類仍以五分法為多。","https://web.klokah.tw/text/sound/26816/438758.mp3"
"U tadaamis a Pangcah: saamisan makayni i Hupu nu Singceng; satimulan tangasa i Marangah nu Rinahem, u taterungan a niyaru’, ira ku Natawran, Pukpuk, Lidaw atu Cikasuwan….","南勢阿美群：北自新城鄉境的北浦，南至壽豐溪，主要部落有：主要部落有荳蘭、薄薄、里漏、七腳川等；","https://web.klokah.tw/text/sound/26816/438759.mp3"
"I satimulan nu Taluku, manay u “nansiw” a Pangcah hanku ni pangangann.","因位居泰雅族北勢群的南方，故相對稱為「南勢阿美」。","https://web.klokah.tw/text/sound/26816/438760.mp3"
"Siwkulang a Pangcah: saamisan makayra i Marangah nu Rinahem mitatimul tangasa i Maliwang nu Silamitay, u tatapangan a niyaru’, ira ku Tavalung, Vataan, Kiwit, Paylasen, mililis tu tarawadaw nu Siwkulang a siniyaru’, manay “Siwkulang” han.","秀姑巒阿美群：北自壽豐溪，南到鱉溪及學田附近，主要部落有太巴塱、馬太鞍、奇美、拔仔等，因居住在秀姑巒溪及其支流附近，故名。","https://web.klokah.tw/text/sound/26816/438761.mp3"
"Sawaliyay a Pangcah: saamisan na makayra i Vakung, mitatimul tangsa i Singku, u tatapangan a niyaru’ ira ku Vakung, Tingalaw, Cawi, Makutaay, Ciukangan, Pisiriyan, Madawdaw, mingata tu liyal ku saka singangan.","海岸阿美群：北從豐濱鄉，南至成功鎮，有貓公、頂仔漏、靜浦、港口、長光、白守蓮、成功等等部落，因為濱臨海洋，故稱之。","https://web.klokah.tw/text/sound/26816/438762.mp3"
"Valangaw a Pangcah: I saamisan makayra i Madawdaw nu Taytu, mitatimul tangasa i Cipung nu Taytu, tatapangan a niyaru’ ira ku Valangaw, Atulang, Tulik, Vavukud, Siyawma, Madawdaw…. na itini i liyut nu Piwma, manay Piwma a Pangcah sa ku ni pangangan, anini pasumadan tu Valangaw a Pangcah han.","馬蘭阿美群：北自成功，南迄知本溪，主要部落有馬蘭、都蘭、都歷、東河、小馬、麻荖漏等。因大多族人居住在台東卑南一帶地區，故名卑南阿美，後來族人爭取改名為馬蘭阿美。","https://web.klokah.tw/text/sound/26816/438763.mp3"
"Palidaw a Pangcah: marariwasak i Vanaw, Kunpu, Paliyapay, Lilung, Taymali atu Palidaw…nay Palidaw ku aru’ manay “Palidaw” a Pangcah han ku ni pangangan.","恆春阿美群：分布在池上鄉、富里鄉、鹿野鄉、關山鎮、太麻里鄉、恆春這一帶，因為曾經居住在恆春地區，故名。","https://web.klokah.tw/text/sound/26816/438764.mp3"
"Misitekeday ku niyaru’ nu Pangcah, itini i Taytu atu Kalingku ku aru’nu Pangcah, anu pakaynien i kakinih nu suwal.","阿美族分布於台東和花蓮，由於語言習俗的差別，","https://web.klokah.tw/text/sound/26818/438766.mp3"
"Lima ku nikakilac: Palidaw a Pangcah, Valangaw a Pangcah, Sawali a Pangcah, Siwkulang a Pangcah, Amis a Pangcah.","分為恆春阿美、馬蘭阿美、海岸阿美、秀姑巒阿美、南勢阿美五個亞群。","https://web.klokah.tw/text/sound/26818/438767.mp3"
"Kakitilaan nu Pangcah u “niyaru’” han, i lalavu nu rangat sananay, u liyut nu niyaru’ ku rangat, caay pacumud tu nu ta’u a tamdaw, ina limaay a nikakilac ira ku malecaday: kitilaan nu Pangcah u niyaru’ han, i lalavu nu rangat sananay.","阿美族稱部落為Niyaru’，其原義是：「柵圍內的人」，部落的外圍應該有柵欄的設備，外人是不能隨意進入的。","https://web.klokah.tw/text/sound/26818/438768.mp3"
"U liyut nu niyaru’, ira ku rangat caay pacumud tu nutaw a tamdaw, ina limaay a ni kakilac, ira ku malecaday.","雖然阿美分為五個亞群，但有其共同的部落特色。","https://web.klokah.tw/text/sound/26818/438769.mp3"
"I payniyaru’ira amin ku “talu’an” u kalecapuwan nu selal, u kalecapuwan tu demak nu uiyaru’ caay ka awaay.","部落會所（Talu’an / sebi）：不僅是年齡組織聚會的中心，同時也是部落公共事務與集體行動的中心和埸域，這是每一個部落最重要的聚會所。","https://web.klokah.tw/text/sound/26818/438770.mp3"
"U adawang i niyaru’yu matiya hen, ira ku nipatireng tu adawang, i kudukudul ira nipimelaw a miseveng tu niyaru’, tangasa i matini awaaytu ku makaduduay nu wawa, lasawad satu u mamelawantu a cacay tangasa i matini.","瞭望台（adawan）：早期部落都有瞭望台，這是過去為了守望部落的高台，現在漸漸式微，這是阿美部落的標幟之一。","https://web.klokah.tw/text/sound/26818/438771.mp3"
"U liyut nu lumaluma’an, ira ku nipaluma tu icep atu apalu, masapinang ku saka siniyaru’ nu Pangcah.","檳榔樹及麵包果樹：阿美族部落的家園四週都種有的樹種，也成了阿美部落的特色。","https://web.klokah.tw/text/sound/26818/438772.mp3"
"Ira ku selal nu niyaru’, anu silisin ku niyaru’, caay kanca kasasisi ku selal tu demak nu lisin, ira selal hananay u tapang nu lisin nu niyaru’ sisa matiyatu u hitay i matini.","年齡階級（selal）：每年每到了部落的節慶，都會有年齡階級的活動。這個組織是部落的行政骨幹，如同軍事組織，也是部落的動力所在。","https://web.klokah.tw/text/sound/26818/438773.mp3"
"I teparay nu lutuk ku aru’, u sadak nu lutuk ku kaenen, i teparay nu liyal ku aru’, u sadak nu liyal ku kaenen.","用「靠山吃山、靠海吃海」來形容阿美族的生活是最恰當不過了。","https://web.klokah.tw/text/sound/26839/438969.mp3"
"U ’urip nu Pangcah caay ka laliyas tu palapalaan. U aru’nu Pangcah, itini i sawaliyan nu Taywan, u Kalingku atu Taytu.","因為阿美族的生活是與大自然融合的。阿美族傳統的居住地是在台灣東部的花蓮、台東地區，","https://web.klokah.tw/text/sound/26839/438970.mp3"
"U ni paluma’i sawaliyan nu lutuk mitepar tu liyal, u ruma hantu midungdung tu laed nu sawaliyan a lutuk atu satipan a lutuk.","一部分在海岸山脈東麓沿海地區，另外是在中央山脈與海岸山脈之間的花東縱谷平原。","https://web.klokah.tw/text/sound/26839/438971.mp3"
"I tapiinganay nu liyal a Pangcah, dadahal ku liyal, u kakaenen tu dateng, i liyal ku vuting, u urang, u kalang, u sadipit atu damay, kala pingsiyang han nu heni ku liyal a pateli ku kakaenen, anu kapah ku remiad, caay ka awaay ku dateng.","沿海地區的阿美族瀕臨廣闊無邊的太平洋，生活食材取自海裡的魚、蝦、蟹、及貝類、藻類，大海就是他們的冰箱，只要是風平浪靜的天氣隨時下海隨時就有豐盛的一餐。","https://web.klokah.tw/text/sound/26839/438972.mp3"
"Suwal satu anu papakuyuc aca iratu ku kakaenen ta kakilac saan atu viyaviyaw.","在海岸線曾流傳著一句話：「我們窮到只剩龍蝦」。","https://web.klokah.tw/text/sound/26839/438973.mp3"
"I tiniyay i laeday nu lutuk a Pangcah, u nika mawmahan ku saka’urip, anu sisuped pateli han i kingku ku pida, misa datengtu, nika taratu i lutuk mi’adup tu vavuy nu umah, midungec, milukut, mipaheku, mitatukem...","至於居住在縱谷平原的阿美族，因地制宜，從事農耕以自給自足，若有餘就會存款。平時雖有種植蔬菜，但是還是會上山獵捕野豬砍採黃藤心或山蘇或蕨類，到田野裡採龍葵等等。","https://web.klokah.tw/text/sound/26839/438974.mp3"
"ala maanan mivuting, miurang, mikalang i tarawadaw atu sa’uwac, caay haw ka putun ku asu’tu kaen nu umah.","也下溪河撒網捕魚捉魚蝦蟹，野味美食總是享用不盡。","https://web.klokah.tw/text/sound/26839/438975.mp3"
"Nika sumadan nu ’urip nu mita, mikilimay tu saka’urip, ira ku midakaway tu maraayay a lunan a mivuting, ira ku taraay i tukay a mikuli.","隨時代潮流的變遷，家庭經濟負擔越來越重，於是很多人投入遠洋捕魚工作，有的往西部都市裡從事木工賺錢。","https://web.klokah.tw/text/sound/26839/438976.mp3"
"Tangasa anini, adihay tu kuni sangaan tu vangcalay a luma’ i sawali, micakay tu luma’ ku i tukayay a siniyaru’ saan itila, itiya satu yu silisin ku niyru’a taluma’.","於是，海岸線的蓋起了華屋，都市裡的甚至就地購屋居住，在那裏生活成為都市人。只有在部落裡有重大的事情才會回部落。","https://web.klokah.tw/text/sound/26839/438977.mp3"
"U Payniyaru’ nu pangcah i matiya, u ina haw ku miterungay, mikadavu ku vavainay i vavahiyan a luma’.","阿美族的原始社會，是以女人為主的母系社會，男子授室入贅女家，","https://web.klokah.tw/text/sound/26841/439007.mp3"
"U lusay nu luma’ u vavahi ku sitatudungay, u demak nu niyaru’ u vavinay ku sitatudungay. Masa pinang ku nikakilac, makumud ku ni saluma’ nu Pangcah, caay ka rariwasak.","家裡由女子繼承，部落公務均由男子負責，其社會責任分際至為明顯。阿美族成群而居，","https://web.klokah.tw/text/sound/26841/439008.mp3"
"Palumaan ku liyut tu icep, apalu, kamaya, kuwawi, u way...maki vana’ nu Pangcah a niyaru’.","房舍叢聚井然有序，喜愛種植檳榔、麵包樹、毛杮、土龍眼、黃藤……等，形成阿美族部落特色。","https://web.klokah.tw/text/sound/26841/439009.mp3"
"U payniyaniyaru’ nu Pangcah miterung tu salangawan a demak, kilemel a mavalud ku valucu’, u saka masaniyaru’ ira ku sepat a liyad.","阿美族社會自成一個部落，文化活動以部落最基本的條件：","https://web.klokah.tw/text/sound/26841/439010.mp3"
"A iraku masapinangay a sera nanu tu’as a paniyaru’. Nawnu alumanay a ngangasawan ku nika lecapu a masa niyaru’.","有固定的傳統生活領域範圍。部落是由多數的民族組成的。","https://web.klokah.tw/text/sound/26841/439011.mp3"
"Ira ku tumuk atu selal nu niyaru’. Ira ku nanu tu’as a lisin caay hen ka putun.","有部落頭目及年齡階級。有傳統的祭儀活動，而且確實在執行者。","https://web.klokah.tw/text/sound/26841/439012.mp3"
"U niket nu i sapikuwan, ira ku nipatireng tu tumuk nu niyaru’, mami ririd tu niyaru’.","政治制度：部落推舉有領導能力的部落頭目有最高的領導權。","https://web.klokah.tw/text/sound/26841/439013.mp3"
"Ira ku lecapu miluvang, u kalas nu niyaru’ atu misa tataday nu selal, anu ira ku tata’akay a demak nu niyaru’ u heni ku paketunay a miluvang.","部落會議：由部落耆老及各年齡階級的級長所組成，重要的決策，須經部落會決議。","https://web.klokah.tw/text/sound/26841/439014.mp3"
"U niket nu niyaru’, ira nikasaselal mikuwan ku kaka a selal tu sava a selal, u sava a selal malecapu a midemak tu demak nu niyaru’.","社會制度：有完整的年齡階級，上層階級督導下層階級下層階級服從上層階級，共同推動部落事物。","https://web.klokah.tw/text/sound/26841/439038.mp3"
"U niket tu saka’urip a demak, u nu kakumudan, kumud han a midemak, u nu tireng a demak mapapaliw a mapapadang, anu ira ku nikaalaan mapapavatis.","經濟制度：共有財產由部落族人共同營造，私人的生產工作彼此可以用換工的方式，其他的捕獲產品互相分享。","https://web.klokah.tw/text/sound/26841/439039.mp3"
"U selangawan tu lisin, u mihmihecaan iraku lisin nu tu’as, miaray haw tu pauripay, misa kanguduwan haw tu matu’asay, sakay tini i wawawawa, caay haw pipaneng tu dadadudu u lamal. Misakapah a micawal tu nu aniniyay a niyaru’.","歲時祭儀文化：每年都有固定的祭儀文化活動，活動內容主題，不外乎敬拜造物之神，敬老尊賢，為後代子孫薪火相傳。台灣經濟結構改變之後，原始的部落社會也轉變，","https://web.klokah.tw/text/sound/26841/439040.mp3"
"u kapah nu niyaru’, iratu ku nisimsim tu niyaru’ nu tireng, patalumaen haw anu milisin, mikuyvung, mi’usiwkacu palecapu a misa ngangasawan kiya iratu ku kavalud nu valucu’.","年輕人為謀求生計，多人離鄉背井到大都會工作他們也心懷家鄉，邀請於豐年祭，清明節、農曆過年時回鄉趁時舉辦家族宗親會，凝聚大家的感情。","https://web.klokah.tw/text/sound/26841/439041.mp3"
"Yumatiya u niyaru’ nu Pangcah, kanahatu awaayay kuni suritan tu cudad, nika iratu ku tatudung tu likec, u tumuk atu kalas nu niyaru’ atu misasataday nu selal, ku miterungay a militevuc, anini ira ku nipatinaku tu sapilitevuc.","阿美傳統部落，雖然沒有法律條文及法官、法庭，但早就有傳統自然的習慣條例，頭目、長老、年齡階級長等，就是有組織的審判團，而且具有裁判的效力，例舉下列案情的判決：","https://web.klokah.tw/text/sound/26843/439070.mp3"
"Mipatayay tu tamdaw, u tataakay a patelac awaay aca ku nipatalikul tu valucu’ a patayan ku mahiniyay a tamdaw, hakulungen a miadup, kilalikul han a mipatay.","殺人罪：惡行重大又無悔意者，犯人應處死，在獵場上出其不意射殺之。","https://web.klokah.tw/text/sound/26843/439071.mp3"
"Yu ira hen ku nipatalikul tu valucu’ a tamdaw, alawan tu umah, tipus, vavuy, rarapa, u epah. Anu caay paka patevuc, vahvahen papiliyasen tu niyaru’.","有悔意者，被告以田地、米糧、豬牛、酒等賠償之，或被軀逐出境。","https://web.klokah.tw/text/sound/26843/439072.mp3"
"Miduka tu tamdaway, palamal micuhcuhay, melawan hen anu mamaan ku pihaceng, u pihacengay patevuc tu umah, vavuy, rarapa, atu epah.","傷害罪、縱火罪：視傷害之輕重而定，重者以田地、豬牛、酒等賠償之，","https://web.klokah.tw/text/sound/26843/439073.mp3"
"U caayay ka pihaceng patevuc, palecapu i talu’an tu niyaru’ patata a pakaen.","輕者以豬牛、米糧、酒等賠償之，並在集會所舉行和解宴。","https://web.klokah.tw/text/sound/26843/439074.mp3"
"Mialaw mitakaway, misanu makuway, patelacay a tamdaw a panukasen tu kunialaan, a palecaden tu kuaca a panukas, a valvalen i aayaw nu alumanay, a alawan naca tu vavuy, atu pinaay yaca ku ayam anu caay paka tahekal a tastasen ku luma’ nira.","搶奪竊盜罪、侵佔罪：犯者除將原物歸還主人外，或以同等價值之物品代償，加以鞭打，並以豬、雞數隻賠償之，無力賠償者拆毀其房屋。","https://web.klokah.tw/text/sound/26843/439075.mp3"
"Militawal pacevaay, u nilitawalan u nipacevaan, papanukasen tu i tira tamdawan, a patevuc aca tu vavuy, atu pinaay a ayaman a papisipayaen tu pinaay a remiad.","詐欺背信罪：將詐欺背信所得贓物歸還原主人外，以豬、雞數隻罰之，並罰勞役數日。","https://web.klokah.tw/text/sound/26843/439076.mp3"
"Caay pitengil tu suwal nu matu’asay, papipatusuren i aayaw nu alumanay, liuten nu alumanay a micihi a mivalval pakanguduen.","不孝犯上罪：在大家眼前令其下跪，眾人環繞責罵或鞭打，使其難堪。","https://web.klokah.tw/text/sound/26843/439077.mp3"
"Milevu tu vavahi, tevucen tu rarapa atu vavuy, pakanguduen i alumanay, u pihacengan a patelac sutsutan tu cupel ku sarepet.","強姦罪：以牛豬、酒等遮差，嚴重者，用辣椒塗抹生殖器官。","https://web.klokah.tw/text/sound/26843/439078.mp3"
"Palikutay, anu caayay hen ka siramuday paparamud hantu nu luma’.","通姦罪：犯者，如係未婚男女不為罪，由雙方親族促其結婚，","https://web.klokah.tw/text/sound/26843/439079.mp3"
"Anu siramudaytu kelutan ku tangila a tatusa, valvalen nu matu’asay i aayaw nu alumanay.","如屬己婚男女或一方為己婚者，割姦夫、淫婦之耳，由長老在眾人之前鞭打。","https://web.klokah.tw/text/sound/26843/439080.mp3"
"Unu sera a likec, anu cima ku saayaway a misaumah patektek pavekeluh han ku liyut a pavana’, u niratu a tatudung, anu ira ku cinglaw palecapu han nu tumek ku alumanay a miterung.","土地法：過去的土地法是用習慣法則，誰先開墾做簡單的標記，如插竹子排放石頭，就是你的土地，如有糾紛由頭目召集族人，就可以裁定。","https://web.klokah.tw/text/sound/26843/439081.mp3"
"Mahiniyay a likec nu Pangcah nanu tu’as nu mita a paini, manay vangcal ku niyaru’nu mita.","以上就是傳統的自然法規，所以阿美部落很和平。","https://web.klokah.tw/text/sound/26843/439082.mp3"
